Why Wouldn’t You Want To be Bothered While On The Computer,Working,Playing A Game,Chatting/Email,Studying,Looking For Love,
Name A way To Travel For Free,Walk,Hitchhike,Bike,Airline Miles,Stowaway,
Name Something You Always Bring Along For A Day Of Fishing,Pole,Bait,Lunch,Beer,Tackle Box,
Name A Type Of TV Show That You Wouldn’t Want To See Your Grandma On,Reality TV,Dating Show,Talk Show,Romantic Drama,True Crime,
Name A Talk Show You Might Go On To Tell About Your Disaster Wedding,Oprah,Jerry Springer,Maury,Dr Phil,Tyra Banks,
"Name Something That You’ve Never Seen In Real Life, But You See At Least 3 Of In Every Action Movie",GUN,EXPLOSION,MONSTER,ALIEN,CAR CHASE,
What Should A Clown Avoid Wearing When Not On Duty,RED NOSE,WIG,BIG SHOES,MAKEUP,COSTUME,
Name Something Many Parents Want Their Kids Home At A Certain Time For.,Dinner,Bedtime,Homework,Chores,Curfew,
Name Something A Prisoner Might Daydream About Doing Once He Is Free,PHYSICAL AFFECTION,EATING WELL,DRINKING,VISITING FAMILY,GETTING A JOB,
"If Your Taking A Hawaiian Vacation, Name Something You’d Need To Buy Before You Go",SUNSCREEN,TICKETS,NEW CLOTHES,SWIMSUIT,GUIDE BOOK,
What Type Of Pet Might A Person Have If They Live In A Small Apartment,CAT,FISH,BIRD,DOG,HAMSTER,
Name Something You’re Not Supposed To Do To A CD,SCRATCH,COPY,TOUCH BOTTOM,GET WET,LEAVE IN SUN,
"Name Something Kids Must Be Forced To Do, But Adults Love ",Sleep,Eat,Take A bath,,Read,
What Does A human Have That A Robot Doesn’t,Heart,Brain,Blood,Emotions,Skin/Hair,
Name Something Thats Included When You Go On A Cruise,FOOD,COCKTAILS,LODGING,ENTERTAINMENT,SNORKLING TOUR,
Name Something That would Keep You From Sleeping On An Airplane,Noisy Kids,Bad Weather,Baby Crying,Knees In The Back,??,
"Besides Food, What Else Do You Buy At A Supermarket",Magazines,Detergent,Toilet Paper,Newspaper,??,
Name A Celebrity Who Sells Products On Infomercials,Suzanne Somers,George Foreman,Dionne Warwick,Linda Evans,Billy Blanks,
Name A Place Where You Can See Teachers Relaxing,Teachers Lounge,Bar,Homework,Library,Cafeteria,
Name Things That Are Part Of The American Dream,Money,House,Freedom,Apple Pie,Car,
Which Part Of Hotel Room Furnishings Is Often Tacky,Bedspread,Curtains,Couch,Art,Carpet,
Name A Card Or Board Game That Many Families Play Together,Monopoly,Scrabble,Clue,Spades,Cranium,
Tell Me Something Nerdy You Had In High School Photos But Not In Photos Today,Glasses,Braces,Big Hair,Acne,Flashy Background,
Name A Place On The Body That Women Tattoo But Men Usually Don’t,Lower Back/Bottom,Ankle,Chest,Foot,Hip,
Name Something A MAn Asks His Friends For A Second Opinion On,His Live Life,Buying A Car,His Career,His Outfit,His Finances,
Name Something You Can Do With A Pumpkin Once Halloween Is Over,Make Pie,Smash It,Throw It Away,Toast Seeds,Make Soup,
Name Something Every Woman Should Take With Her On Blind Date,Cell Phone,Money,Mace,Friend,Own Transportation,
Name Something Associated With Jimmy Carter,President,Peanuts,Amy Carter,Habitat For Humanity,Roselyn Carter,
Name Something Associated With The 50’s,Hula Hoop,Barbie,Yo Yo,Mr Potato Head,Slinky,
Which Superhero Would You Trust To Babysit Your Children,Batman,Incredible Hulk,Spider man,Superman,Wolverine,
NameSomething Associated With Melanie Griffith,Movies,Actress,Antonio Banderas,Don Johnson,Blonde Hair,
What do you get at the dentist that makes going worthwhile,Toothbrush,Candy,Sticker,Laughing Gas,Clean Teeth,
Tell Me Something That Many People Are Too Shy To Do In Front Of Others,Kiss,Sing,Speak,Try On Clothes,Dance,
Name Something A Gardener Does A Lot Of On The Job,Cut Grass,Watering,Painting,Pulling Weeds,Digging,
Name A Food kids Love To Eat For Breakfast,Cereal,Pop Tarts,Waffles,Pancakes,Eggs,
"If You Want To Read A Book Without Paying For It, Where Might You Spend Too Much time",Library,Book Store,School,On Line,Friend’s House,
"While eating at a restaurant,name something the waitress comes back to the table to do",Refill Drinks,Take Order,Clear Dishes,Check On You,Give The Bill,
Name A Type Of Sandwich A Kid Might Take To School,Peanut Butter/Jelly,Cheese,Bologna,Salami,Ham,
"Name A Place On The Body That Women Tattoo, But Men Usually Don’t",Lower Back/Bottom,Ankle,Chest,Foot,Hip,
Name something you associate with Richard Simmons,Exercise,Weight Loss,Curly Hair,Short Shorts,Kissing People,
Whats The Best Thing About Going To The Drive-In,Kissing,Stay In Car,Privacy,Big Screen,No Standing In Line,
Name something that people pitch,Baseball,Horseshoes,Ideas,Movie,Sales Pitch,
Name a beverage you can buy at a gas station,Soda,Water,Alcohol,Coffee,Slurpee,
What will a friend do while eating that would make you want to move to another table,Smoke,Burp,Sneeze,Mouth Open,Smack,
Tell me something on TV that people make predictions while watching,Weather,Sports Game,Game Show,Crime/Mystery Show,Soap Opera,
Name Something Parents Tell Their Kids To Do So They Don’t Get Sick During Flu Season,Wash Hands,Dress Warm,Eat Vegies/Fruit,Get Vaccine,Take Vitamins,
"Living Or Dead, Name A Man Named Ted",Ted Bundy,Ted Kennedy,Ted Turner,Theodore Roosevelt,Ted Koppel,
Name Something Warn As A Part Of A Movie Theatre Uniform,Hat,Vest,Name Tag,Jacket,Tie,
"Besides Food, Name Something You Buy At A Supermarket",Magazines,Greeting Cards,Derergent,Newspapers,Toilet Paper,
Name Something An Athlete Wouldn’t Do The Night Before A Big Game,Drink,Have Sex,Stay Up Late,Eat Too Much,Tough Work Out,
Name Something Associated With Garth Brooks,Country Music,Guitar,Cowboy,Cowboy Hat,Country Accent,
Name A Website Everyone Has Heard Of,Google,Facebook,Yahoo,Amazon,Ebay,
Name Something Some Siblings Have In Common That Others Don’t,Parents,Hair,Eye Color,Last Name,Facial Features,
Name Something A Parent May Grill Their Daughters About,Age,Job,Curfew,Education,Intentions,
Name Someplace Couples Went On Dates In The Fifties They Don’t Usually Go Anymore,Drive In Movie,Soda Fountain,Diner,Lovers Lane,Sock Hop,
Name a Famous Mystery Writer,Agatha Christie,Arthur Conan Doyle,Dashiell Hammett,Raymond Chandler,Sue Grafton,
Name Something You Might Find In A Spook House,Ghost,Skeleton,Spiderwebs,Monsters,Witch,
Name something cars have today they didnt’ have 50 years ago,Air Bags,Seat Belt,CD Player,Cruise control,Computer,
"Besides Mickey, name a character you’re likely to find on a t-shirt at Disneyland",Donald duck,Goofy,Minnie Mouse,Pluto,Dumbo,
Name A Talent You See Street Performers Doing,Singing,Magic,Juggling,Mime,Guitar,
Name something you do when approached by a salesperson in a store,Avoid them,Ask for help,Smile,Say Hi,Just looking,
Name a vehicle that would be hard to learn how to operate,Big Rig,Airplane,Tractor,Bulldozer,Tank,
Name Something You Do If You Run Out Of Clean Pants,Go Commando ,Wear Inside Out ,Wash Them ,Wear Partners ,Wear Dirty Ones ,
Name Something You Might Discuss With A Hair Dresser,Your Hair ,Weather ,Traffic ,Tv ,Your Partner ,
Name A Famous Ginger Celebrity,Chris Evans ,Geri Halliwell ,Cilla Black ,Mick Hucknall ,Anne Robinson ,
Name Something You Wouldn't Eat With Your Fingers,Soup ,Spaghetti ,Rice Pudding ,Ice Cream ,Curry ,
Name Something Dentists Put In Your Mouth,Fingers ,Mirror ,Drill ,Scraper ,Torch ,
Name A Trick Dogs Do That You Wish You Could Teach Your Partner,Fetch ,Beg ,Roll Over ,Be Quiet ,Lay Down ,
Name A Way Of Telling Someone Is Lying,Eye Contact ,Blush ,Lie Detector ,Nose Grows ,Sweat ,
Name A Type Of Oil,Olive Oil ,Sunflower Oil ,Motor Oil ,Oil Of Olay ,Crude ,
Name Something A Referee Carries With Him,Whistle ,Red Card ,Yellow Card ,Notebook ,Pen / Pencil ,
Name Something You Might Do If Your Partner Snores,Nudge Them ,Sleep Elsewhere ,Kick Em Outa Bed ,Ear Plugs ,Divorce Them ,
Name A Reason You May Need Binnoculers,Bird Watching ,At The Races ,Spying ,On A Boat ,At The Theatre ,
Name A Place Where You Can Sleep,Bed ,Sofa ,Hammok ,The Floor ,A Tent ,
Name A Popular Pie Filling,Apple ,Steak & Kidney ,Beef & Onion ,Chicken ,Cherry ,
Name Something You Might Do To Pass Time On A Plane,Sleep ,Read ,Watch Movie ,Listen To Music ,Play a Game ,
Name Something Slippery,Ice ,Snake ,Banana Skin ,Oil ,Snow ,
Name A Food Stuff That Has A Strong Smell,Curry ,Cheese ,Fish ,Garlic ,Onions ,
Name A Famous Person With The Surname Cooper,Henry ,Tommy ,Jilly ,Gary ,Alice ,
Name An Excuse People Give For Being Late,Traffic ,Overslept ,Car Trouble ,Someone Died ,Got Lost ,
Name A Famous Biblical Duo,Adam & Eve ,Cain & Abel ,Samson & Delilah ,David & Golliath ,Mary & Joseph ,
Name A Sport In Which You Throw Something,Javelin ,Discus ,Shot Put ,Hammer ,Judo ,
Name An Occupation That Involves Touching People,Doctor ,Massage / Beauty ,Nurse ,Dentist ,Hairdresser ,
Name An Outdoor Occupation,Gardner ,Street Sweeper ,Lollipop Person ,Farmer ,Fisherman ,
Name A Type Of Agent,Estate ,Secret ,News ,Travel ,Insurance ,
Name Something People Are Afraid To Try Even Through It Seems Fun,Bungee Jumping ,Parachuting ,Roller Coaster ,Hang Gliding ,Skiing ,
Name Something Associated With The Amazon,Jungle ,Rain / Rainforest ,River ,Snakes ,Piranhas ,
Name Something You Pay For Once A Year,Insurance ,Tax ,Rates ,Tv Licence ,Christmas Presents ,
Name An Instrument Used For Measuring,Ruler ,Tape Measure ,Thermometer ,Scales ,Protractor ,
Name Something That Always Needs Filling Up,Car ,Stomach ,Kettle ,Wallet ,Bath ,
Name An Animal That Eats Meat,Dog ,Cat ,Lion ,Tiger ,Crocodile ,
Name Something That Is Made From Aluminium,Cans ,Foil ,Window Frame ,Saucepan ,Bicycle ,
Name Something That Is Written Alphabetically,Phone Book ,Dictionary ,Address Book ,Alphabet ,Filing List ,
Name Something You Do When Alone,Sleep ,Read ,Bath / Shower ,Sing ,Computer / Internet ,
Name A Type Of Alarm,Fire ,Car ,Burglar ,Clock ,Personal ,
Name Something Associated With Aliens,Spaceship / UFO ,Outer Space ,Mars / Martians ,ET ,Green ,
Besides A Church Name A Place You Might Walk Down An Aisle,Cinema ,Shop / Supermarket ,Aeroplane ,Theatre ,Bus ,
Name Something That Might Set A Metal Detector Off At An Airport,Keys ,Watch ,Knife ,Coins ,Gun ,
Besides Air Conditioning Name A Word That Starts With Air,Plane ,Port ,Craft ,Force ,Vent ,
Name Something You Shouldn't Do In An Aeroplane,Smoke ,Talk On The Phone ,Open Door ,Open Window ,Jump Out ,
Name Something You Fill With Air,Balloons ,Tyres ,Lungs ,Lilo / Air Bed ,Airbags ,
Name Something That May Keep You Awake At Night,Noises ,Dogs ,Coffee ,Snoring ,Babies ,
Name Something You Buy Used Mainly In The Mornings,Cereal ,Toaster ,Milk ,Toothbrush / Toothpaste ,Newspaper ,
Apart From The Queen Name A Famous Woman In History,Joan Of Ark ,Florence Nightingale,Margeret Thatcher ,Mother Theresa ,Cleopatra ,
Name A Creature With A Large Mouth,Hippopotamus ,Crocodile ,Shark ,Whale ,Snake ,
Name Something You Might Do To A Moustache,Trim It ,Shave It ,Twirl It ,Comb It ,Wax It ,
Name An Animal That Lives In A River,Fish ,Otter ,Crocodile ,Frog ,Newt ,
Name Something You Might Catch In A Net,Fish ,Butterfly ,Crab ,Tennis Ball / Ball ,Shuttlecock ,
Name A Noisy Appliance,Mower ,Blender / Mixer ,Vacuum / Hoover ,Hair Dryer ,Washing Machine ,
Name Something That Goes Well With Custard,Jelly ,Apple Pie ,Banana ,Cream ,Pudding ,
Name Somethiong You Associate With A Hippopotamus,Water ,Big / Fat ,Mud ,Big Teeth ,Africa ,
Name Something That Children Always Complain About,Homework ,School ,Bed Time ,Hungry ,Boredom ,
Name Something You Might Wave At A Football Match,Flag ,Scarf ,Hand ,Hat ,Pie ,
Name Something That Might Be Swept Along By Wind,Leaves ,Paper ,Dust ,Litter / Rubbish ,Kite ,
Name The Best Way Of Telling Someone You Love Them,Kissing Them ,Hugging Them ,Flowers ,Telling Them ,Gifts / Presents ,
Name Something Hot That Can Be Served In A Cup,Tea ,Coffee ,Soup ,Hot Chocolate ,Honey & Lemon ,
Name Something You Might Take With You On A Bicycle Tour,Water / Drink ,Helmet ,Pump ,Map ,Backpack ,
Name Something That Has Straps,Bra ,Bag ,Braces ,Saddle ,Shoes ,
Name Something You Might Find At the End Of A Fishing Line,Fish ,Bait ,Hook ,Boot ,Bag ,
Name Something You Hide When Unexpected Guests Arrive,Dirty Clothes ,Dishes ,Rubbish / Junk ,Food ,Money ,
Name Something You Associate With Fairies,Wand ,Elves ,Wings ,Magic ,Fairy Tales ,
Name A Word That Follows Fried,Chicken ,Eggs ,Fish ,Rice ,Chips ,
Name A Bright Sparkling Object,Star ,Diamond ,Crystal ,New Coin ,Glitter ,
Name A Piece Of Clothing That Might Be Made Of Silk,Shirt / Blouse ,Scarf ,Tie ,Pyjamas ,Stockings ,
Name Someone Who Might Wear Big Boots To Work,Builder ,Fireman ,Farmer ,Butcher ,Santa Clause ,
Name Something You Might Need To Set A Table In A Restaurant,Table Cloth ,Cutlery ,Plates ,Salt / Pepper ,Menu ,
Name An Accessory You Can Get For Your Car,Seat Covers ,Satelite Navigator ,Music System ,Roof Rack ,Child's Seat ,
Name A Common Type Of Ache,Head ,Tooth ,Back ,Ear ,Heart ,
Name An Activity Done In Barefoot,Swimming ,Showering ,Water Skiing ,Judo / Karate ,Grape Crushing ,
Name An Acticity That Requires Someone To Hold On Whey They Are First Learning To Do It,Swimming ,Skating ,Riding A Bike ,Dancing ,Walking ,
Name An activity the Requires Special Footwear,Football ,Skating ,Tennis ,Running ,Golf ,
Name A Shade Of Blue,Dark ,Sky ,Light / Pale ,Navy ,Royal ,
Name A Well Known Childrens Song,Twinkle Twinkle ,Ba Ba Black Sheep ,Humpty Dumpty ,Mary Had A Little Lamb ,Rock A Bye Baby ,
Name Something That Looks Better Polished,Shoes ,Silver ,Floor ,Car ,Wood / Furniture ,
Name Something Associated With Love,Affection ,Romance ,Care ,Friendship ,Presents ,
Name Something You Might Find On Your Doorstep,Mat ,Milk ,Newspaper ,Parcel ,Shoes ,
Name Something People Remember About Their First Date,Kiss ,Nerves ,Place ,Romance ,Didn't Turn Up ,
Name A Type Of Pipe,Water ,Tobacco ,Bag ,Wind ,Hose ,
"Apart From A Car Park, Name A Word That Follows Car",Wash ,Registration ,Phone ,Caravan ,Carpet ,
Name A Famous Puppet,Kermit ,Miss Piggy ,Pinnochio ,Punch / Judy ,Basil Brush ,
Name Something That Begins With Micro,Microwave ,Microphone ,Microscope ,Microchip ,Microfilm ,
Name Something Children Ask Their ParentsTo Do Before They Go To Sleep,Bed Time Story ,Tucked In ,Kiss Them ,Turn Out Lights ,Brush Teeth ,
Name Something That Might Pile Up When You're Feeling Lazy,Washing ,Ironing ,Dishes ,Work ,Bills / Debts ,
Name Something A Critic Might Review,Movie ,TV ,Book ,Play ,Restaurant ,
Name Something That People Swap,Money ,Books ,CD's / DVD's ,Addesses / Numbers ,Business Cards ,
Name A Type Of Test That Almost Everyone Takes,Driving ,Eye ,Blood ,Exam ,IQ ,
Name Something You Might Find In A Freezer,Ice Cream ,Meat ,Ice ,Peas ,Chicken ,
Name A Seafood Delicacy,Oyster ,Crab ,Lobster ,Caviar ,Prawns ,
Name Something You Might See In Front Of A House,Front Garden ,Fence ,Hedge / Plant ,Gate ,Bailiffs ,
Name Something A Clown Might Wear,Red Nose ,Hat ,Big Shoes ,Wig ,Face Paint ,
Name Something People Do When They Say Goodbye To Someone,Kiss ,Cry ,Wave ,Shake Hands ,Hug ,
Name A Nickname For People With Red Hair,Ginger ,Carrot Top ,Red ,Copper Top ,Rusty ,
Name Something You Can Adjust,TV ,Seat Belt / Belt ,Car Seat ,Bra Strap ,Ladder ,
Name A Type Of Accomodation,Hotel ,House ,Tent ,Caravan ,Prison ,
Name Something Associated With Acting,Actor / Actress ,Movies ,Stage ,Script ,Drama ,
Name An Authority Figure,Police ,Boss / Manager ,Parent ,King / Queen ,Lawyer / Judge ,
Name Something That Might Be Described As Adorable,Baby / Child ,Puppy ,Teddy Bear ,Kitten ,Dress ,
Name An Adult Board Game,Trivial Pursuit ,Monopoly ,Chess ,Scrabble ,Pictionary ,
Name Something You Stop Doing When You Become An Adult,Suck Thumb ,Go To School ,Growing ,Playing ,Being Foolish ,
Name Somewhere You Might See An Advertisement,TV ,Newspaper ,Magazine ,Billboard ,Internet ,
Name A Place Where You Might Have To Stand,Queue ,Elevator ,Bus / Bus Stop ,Church ,Crossing ,
Name Something That Is A Real Nuisance When It Becomes Blocked,Drain ,Toilet ,Nose ,Sink ,Road ,
Name Something Found Outdoors That People Might Collect,Shells ,Rocks / Stones ,Butterflies ,Junk ,Flowers / Plants ,
Name Something A Dog Might Do To Tell You How He Feels,Bark ,Whine / Whimper ,Lick You ,Growl ,Wag Tail ,
Name Something You Teach Children To Be Careful With,Matches / Fire ,Knives ,Glass ,Boiling Water ,Money ,
Name Something That Comes In An Aerosol Can,Hair Spray ,Deodorant ,Air Freshener ,Paint ,Insecticide ,
Name Somewhere You Might Find Air Conditioning,Office ,Car ,Bank ,Aeroplane ,Hotel ,
